invoice_no,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,date,day,month,year,month/year,quarter,week
I114522,Female,57,Books,1,15.15,Credit Card,7/10/2021,Kanyon,15.15,2021-10-07,7,10,2021,2021-10,4,40
I279873,Female,69,Clothing,2,600.16,Cash,30/12/2021,Istinye Park,1200.32,2021-12-30,30,12,2021,2021-12,4,52
I270723,Male,22,Shoes,5,3000.85,Cash,29/06/2021,Kanyon,15004.25,2021-06-29,29,6,2021,2021-06,2,26
I197063,Male,27,Clothing,4,1200.32,Debit Card,12/3/2021,Zorlu Center,4801.28,2021-03-12,12,3,2021,2021-03,1,10
I297200,Male,67,Toys,4,143.36,Credit Card,2/7/2022,Istinye Park,573.44,2022-07-02,2,7,2022,2022-07,3,26
I848604,Female,52,Toys,3,107.52,Debit Card,6/8/2021,Kanyon,322.56,2021-08-06,6,8,2021,2021-08,3,31
I325235,Female,29,Cosmetics,1,40.66,Debit Card,14/06/2021,Kanyon,40.66,2021-06-14,14,6,2021,2021-06,2,24
I113420,Male,55,Shoes,5,3000.85,Debit Card,11/10/2022,Mall of Istanbul,15004.25,2022-10-11,11,10,2022,2022-10,4,41
I131871,Female,57,Clothing,4,1200.32,Cash,13/02/2022,Kanyon,4801.28,2022-02-13,13,2,2022,2022-02,1,6
I301856,Male,69,Shoes,1,600.17,Cash,8/12/2021,Metrocity,600.17,2021-12-08,8,12,2021,2021-12,4,49
I317401,Female,61,Shoes,5,3000.85,Credit Card,13/09/2022,Metrocity,15004.25,2022-09-13,13,9,2022,2022-09,3,37
I887531,Female,55,Cosmetics,2,81.32,Credit Card,6/3/2023,Mall of Istanbul,162.64,2023-03-06,6,3,2023,2023-03,1,10
I185705,Male,64,Food & Beverage,5,26.15,Cash,9/2/2022,Forum Istanbul,130.75,2022-02-09,9,2,2022,2022-02,1,6
I258996,Female,55,Technology,5,5250.0,Cash,20/01/2022,Kanyon,26250.0,2022-01-20,20,1,2022,2022-01,1,3
I869830,Female,40,Food & Beverage,1,5.23,Cash,16/01/2021,Kanyon,5.23,2021-01-16,16,1,2021,2021-01,1,2
I258665,Male,69,Cosmetics,1,40.66,Cash,27/04/2021,Metrocity,40.66,2021-04-27,27,4,2021,2021-04,2,17
I876385,Female,25,Shoes,1,600.17,Debit Card,30/04/2022,Forum Istanbul,600.17,2022-04-30,30,4,2022,2022-04,2,17
I855027,Male,56,Books,4,60.6,Cash,26/01/2023,Mall of Istanbul,242.4,2023-01-26,26,1,2023,2023-01,1,4
I331913,Female,21,Clothing,2,600.16,Cash,30/11/2021,Mall of Istanbul,1200.32,2021-11-30,30,11,2021,2021-11,4,48
I176581,Female,33,Clothing,5,1500.4,Cash,20/06/2022,Kanyon,7502.0,2022-06-20,20,6,2022,2022-06,2,25
I223385,Female,60,Shoes,2,1200.34,Credit Card,30/12/2022,Metrocity,2400.68,2022-12-30,30,12,2022,2022-12,4,52
I186629,Male,22,Books,2,30.3,Cash,9/5/2022,Mall of Istanbul,60.6,2022-05-09,9,5,2022,2022-05,2,19
I291362,Male,64,Clothing,2,600.16,Cash,25/09/2021,Metropol AVM,1200.32,2021-09-25,25,9,2021,2021-09,3,38
I179142,Female,32,Cosmetics,5,203.3,Credit Card,12/8/2021,Kanyon,1016.5,2021-08-12,12,8,2021,2021-08,3,32
I124356,Male,53,Toys,3,107.52,Credit Card,12/5/2022,Emaar Square Mall,322.56,2022-05-12,12,5,2022,2022-05,2,19
I274225,Male,36,Food & Beverage,2,10.46,Cash,8/12/2021,Metrocity,20.92,2021-12-08,8,12,2021,2021-12,4,49
I267605,Female,36,Clothing,2,600.16,Cash,11/2/2021,Kanyon,1200.32,2021-02-11,11,2,2021,2021-02,1,6
I129490,Female,51,Clothing,4,1200.32,Cash,8/2/2023,Cevahir AVM,4801.28,2023-02-08,8,2,2023,2023-02,1,6
I515036,Female,66,Cosmetics,5,203.3,Debit Card,30/05/2021,Zorlu Center,1016.5,2021-05-30,30,5,2021,2021-05,2,21
I237733,Female,37,Cosmetics,3,121.98,Cash,30/09/2022,Emaar Square Mall,365.94,2022-09-30,30,9,2022,2022-09,3,39
I173480,Male,67,Souvenir,2,23.46,Debit Card,27/09/2022,Metrocity,46.92,2022-09-27,27,9,2022,2022-09,3,39
I191643,Male,30,Clothing,4,1200.32,Cash,29/03/2021,Kanyon,4801.28,2021-03-29,29,3,2021,2021-03,1,13
I758280,Male,42,Toys,4,143.36,Cash,12/7/2021,Istinye Park,573.44,2021-07-12,12,7,2021,2021-07,3,28
I140024,Female,62,Cosmetics,4,162.64,Debit Card,11/5/2021,Metrocity,650.56,2021-05-11,11,5,2021,2021-05,2,19
I737854,Male,34,Toys,3,107.52,Credit Card,29/05/2021,Emaar Square Mall,322.56,2021-05-29,29,5,2021,2021-05,2,21
I339703,Female,25,Clothing,5,1500.4,Cash,13/07/2022,Metrocity,7502.0,2022-07-13,13,7,2022,2022-07,3,28
I194949,Female,22,Cosmetics,4,162.64,Cash,20/12/2021,Istinye Park,650.56,2021-12-20,20,12,2021,2021-12,4,51
I325782,Female,44,Clothing,3,900.24,Debit Card,26/12/2022,Kanyon,2700.7200000000003,2022-12-26,26,12,2022,2022-12,4,52
I501352,Female,56,Technology,4,4200.0,Cash,4/5/2021,Mall of Istanbul,16800.0,2021-05-04,4,5,2021,2021-05,2,18
I167156,Male,64,Technology,5,5250.0,Credit Card,9/11/2022,Metropol AVM,26250.0,2022-11-09,9,11,2022,2022-11,4,45
I338114,Female,42,Souvenir,1,11.73,Debit Card,24/08/2022,Metropol AVM,11.73,2022-08-24,24,8,2022,2022-08,3,34
I708831,Female,62,Shoes,2,1200.34,Cash,24/03/2022,Metropol AVM,2400.68,2022-03-24,24,3,2022,2022-03,1,12
I162969,Female,45,Cosmetics,2,81.32,Debit Card,6/12/2021,Kanyon,162.64,2021-12-06,6,12,2021,2021-12,4,49
I194990,Female,37,Cosmetics,1,40.66,Cash,23/11/2021,Metropol AVM,40.66,2021-11-23,23,11,2021,2021-11,4,47
I279932,Male,51,Clothing,4,1200.32,Credit Card,26/10/2021,Metropol AVM,4801.28,2021-10-26,26,10,2021,2021-10,4,43
I216124,Female,62,Food & Beverage,1,5.23,Cash,16/07/2022,Metrocity,5.23,2022-07-16,16,7,2022,2022-07,3,28
I307365,Male,67,Toys,5,179.2,Cash,24/11/2021,Mall of Istanbul,896.0,2021-11-24,24,11,2021,2021-11,4,47
I286251,Female,65,Toys,5,179.2,Credit Card,11/9/2021,Metropol AVM,896.0,2021-09-11,11,9,2021,2021-09,3,36
I115889,Male,45,Clothing,1,300.08,Debit Card,21/08/2021,Istinye Park,300.08,2021-08-21,21,8,2021,2021-08,3,33
I339182,Female,40,Food & Beverage,2,10.46,Cash,20/11/2022,Zorlu Center,20.92,2022-11-20,20,11,2022,2022-11,4,46
I316977,Female,65,Souvenir,5,58.65,Cash,28/07/2022,Cevahir AVM,293.25,2022-07-28,28,7,2022,2022-07,3,30
I303555,Female,28,Clothing,1,300.08,Debit Card,7/4/2022,Cevahir AVM,300.08,2022-04-07,7,4,2022,2022-04,2,14
I142059,Female,30,Food & Beverage,2,10.46,Cash,25/06/2021,Mall of Istanbul,20.92,2021-06-25,25,6,2021,2021-06,2,25
I280230,Female,27,Food & Beverage,4,20.92,Credit Card,19/07/2021,Metrocity,83.68,2021-07-19,19,7,2021,2021-07,3,29
I850136,Female,30,Cosmetics,2,81.32,Cash,7/8/2021,Mall of Istanbul,162.64,2021-08-07,7,8,2021,2021-08,3,31
I262630,Female,51,Cosmetics,1,40.66,Debit Card,26/02/2021,Metrocity,40.66,2021-02-26,26,2,2021,2021-02,1,8
I114277,Male,61,Cosmetics,5,203.3,Credit Card,14/09/2021,Kanyon,1016.5,2021-09-14,14,9,2021,2021-09,3,37
I184159,Female,49,Cosmetics,2,81.32,Credit Card,26/01/2023,Kanyon,162.64,2023-01-26,26,1,2023,2023-01,1,4
I228311,Female,49,Souvenir,2,23.46,Cash,9/12/2022,Metrocity,46.92,2022-12-09,9,12,2022,2022-12,4,49
I257251,Male,24,Food & Beverage,1,5.23,Cash,25/04/2022,Kanyon,5.23,2022-04-25,25,4,2022,2022-04,2,17
I922783,Female,37,Clothing,1,300.08,Cash,18/01/2023,Metropol AVM,300.08,2023-01-18,18,1,2023,2023-01,1,3
I172017,Female,18,Clothing,4,1200.32,Credit Card,21/01/2022,Metrocity,4801.28,2022-01-21,21,1,2022,2022-01,1,3
I303216,Female,40,Clothing,4,1200.32,Credit Card,17/06/2022,Kanyon,4801.28,2022-06-17,17,6,2022,2022-06,2,24
I216873,Male,41,Toys,3,107.52,Cash,7/8/2022,Mall of Istanbul,322.56,2022-08-07,7,8,2022,2022-08,3,31
I984655,Female,26,Clothing,5,1500.4,Cash,5/1/2023,Metrocity,7502.0,2023-01-05,5,1,2023,2023-01,1,1
I329247,Male,52,Cosmetics,1,40.66,Debit Card,24/12/2022,Forum Istanbul,40.66,2022-12-24,24,12,2022,2022-12,4,51
I587559,Male,19,Clothing,2,600.16,Credit Card,28/10/2022,Istinye Park,1200.32,2022-10-28,28,10,2022,2022-10,4,43
I723664,Male,47,Clothing,4,1200.32,Cash,6/11/2021,Viaport Outlet,4801.28,2021-11-06,6,11,2021,2021-11,4,44
I188168,Male,21,Clothing,1,300.08,Cash,26/10/2022,Cevahir AVM,300.08,2022-10-26,26,10,2022,2022-10,4,43
I252670,Male,53,Clothing,1,300.08,Cash,2/5/2022,Kanyon,300.08,2022-05-02,2,5,2022,2022-05,2,18
I618652,Female,46,Cosmetics,5,203.3,Cash,3/5/2021,Kanyon,1016.5,2021-05-03,3,5,2021,2021-05,2,18
I120936,Female,53,Souvenir,2,23.46,Cash,29/09/2021,Forum Istanbul,46.92,2021-09-29,29,9,2021,2021-09,3,39
I253585,Male,43,Books,3,45.45,Cash,3/4/2022,Metrocity,136.35000000000002,2022-04-03,3,4,2022,2022-04,2,13
I183115,Female,51,Cosmetics,3,121.98,Cash,1/12/2021,Zorlu Center,365.94,2021-12-01,1,12,2021,2021-12,4,48
I159887,Female,23,Food & Beverage,4,20.92,Debit Card,26/08/2021,Istinye Park,83.68,2021-08-26,26,8,2021,2021-08,3,34
I236963,Female,63,Toys,4,143.36,Cash,19/10/2021,Emaar Square Mall,573.44,2021-10-19,19,10,2021,2021-10,4,42
I274080,Female,34,Shoes,2,1200.34,Credit Card,10/5/2021,Kanyon,2400.68,2021-05-10,10,5,2021,2021-05,2,19
I236895,Female,19,Cosmetics,3,121.98,Cash,19/01/2021,Emaar Square Mall,365.94,2021-01-19,19,1,2021,2021-01,1,3
I599808,Female,30,Clothing,3,900.24,Cash,23/02/2022,Metropol AVM,2700.7200000000003,2022-02-23,23,2,2022,2022-02,1,8
I310035,Male,66,Shoes,5,3000.85,Debit Card,2/6/2022,Metropol AVM,15004.25,2022-06-02,2,6,2022,2022-06,2,22
I117792,Male,26,Clothing,1,300.08,Debit Card,22/07/2022,Metrocity,300.08,2022-07-22,22,7,2022,2022-07,3,29
I156826,Female,62,Clothing,2,600.16,Cash,11/1/2023,Metrocity,1200.32,2023-01-11,11,1,2023,2023-01,1,2
I199564,Female,23,Clothing,1,300.08,Debit Card,14/04/2021,Kanyon,300.08,2021-04-14,14,4,2021,2021-04,2,15
I334298,Male,45,Clothing,1,300.08,Credit Card,20/06/2021,Emaar Square Mall,300.08,2021-06-20,20,6,2021,2021-06,2,24
I155952,Female,44,Technology,3,3150.0,Debit Card,27/08/2021,Viaport Outlet,9450.0,2021-08-27,27,8,2021,2021-08,3,34
I785400,Male,64,Food & Beverage,5,26.15,Credit Card,28/09/2022,Mall of Istanbul,130.75,2022-09-28,28,9,2022,2022-09,3,39
I264267,Female,45,Books,1,15.15,Credit Card,26/03/2021,Kanyon,15.15,2021-03-26,26,3,2021,2021-03,1,12
I694337,Male,66,Shoes,1,600.17,Debit Card,28/03/2022,Kanyon,600.17,2022-03-28,28,3,2022,2022-03,1,13
I415093,Female,36,Clothing,5,1500.4,Debit Card,1/7/2022,Kanyon,7502.0,2022-07-01,1,7,2022,2022-07,3,26
I270138,Female,63,Cosmetics,5,203.3,Cash,6/3/2023,Emaar Square Mall,1016.5,2023-03-06,6,3,2023,2023-03,1,10
I182867,Male,27,Clothing,1,300.08,Cash,17/01/2021,Viaport Outlet,300.08,2021-01-17,17,1,2021,2021-01,1,2
I317188,Male,47,Cosmetics,2,81.32,Debit Card,30/06/2022,Emaar Square Mall,162.64,2022-06-30,30,6,2022,2022-06,2,26
I306909,Female,49,Cosmetics,5,203.3,Credit Card,3/1/2021,Forum Istanbul,1016.5,2021-01-03,3,1,2021,2021-01,1,53
I103964,Female,25,Shoes,3,1800.51,Cash,6/3/2021,Kanyon,5401.53,2021-03-06,6,3,2021,2021-03,1,9
I114729,Male,65,Cosmetics,3,121.98,Credit Card,7/9/2022,Kanyon,365.94,2022-09-07,7,9,2022,2022-09,3,36
I246587,Female,27,Clothing,2,600.16,Credit Card,27/01/2023,Metrocity,1200.32,2023-01-27,27,1,2023,2023-01,1,4
I159405,Female,65,Clothing,5,1500.4,Cash,26/09/2022,Kanyon,7502.0,2022-09-26,26,9,2022,2022-09,3,39
I308555,Female,49,Food & Beverage,2,10.46,Credit Card,2/3/2022,Mall of Istanbul,20.92,2022-03-02,2,3,2022,2022-03,1,9
I120150,Male,48,Food & Beverage,1,5.23,Credit Card,31/05/2021,Metrocity,5.23,2021-05-31,31,5,2021,2021-05,2,22
I238792,Female,53,Cosmetics,1,40.66,Cash,18/07/2022,Cevahir AVM,40.66,2022-07-18,18,7,2022,2022-07,3,29
I960181,Female,22,Clothing,4,1200.32,Credit Card,27/01/2023,Istinye Park,4801.28,2023-01-27,27,1,2023,2023-01,1,4
I265438,Male,68,Toys,2,71.68,Cash,18/07/2021,Kanyon,143.36,2021-07-18,18,7,2021,2021-07,3,28
I335022,Female,63,Shoes,5,3000.85,Cash,16/05/2022,Metrocity,15004.25,2022-05-16,16,5,2022,2022-05,2,20
I302231,Female,22,Cosmetics,5,203.3,Debit Card,14/06/2021,Kanyon,1016.5,2021-06-14,14,6,2021,2021-06,2,24
I492039,Female,38,Cosmetics,3,121.98,Debit Card,23/03/2022,Metropol AVM,365.94,2022-03-23,23,3,2022,2022-03,1,12
I307610,Female,58,Toys,1,35.84,Debit Card,18/07/2021,Zorlu Center,35.84,2021-07-18,18,7,2021,2021-07,3,28
I908126,Male,29,Clothing,1,300.08,Cash,2/5/2021,Cevahir AVM,300.08,2021-05-02,2,5,2021,2021-05,2,17
I216939,Female,31,Food & Beverage,3,15.69,Debit Card,4/11/2021,Emaar Square Mall,47.07,2021-11-04,4,11,2021,2021-11,4,44
I324706,Female,65,Cosmetics,1,40.66,Credit Card,7/11/2021,Metropol AVM,40.66,2021-11-07,7,11,2021,2021-11,4,44
I340177,Male,43,Shoes,2,1200.34,Credit Card,28/02/2021,Mall of Istanbul,2400.68,2021-02-28,28,2,2021,2021-02,1,8
I237812,Male,62,Clothing,2,600.16,Debit Card,14/05/2022,Mall of Istanbul,1200.32,2022-05-14,14,5,2022,2022-05,2,19
I158896,Male,50,Clothing,1,300.08,Credit Card,29/12/2022,Mall of Istanbul,300.08,2022-12-29,29,12,2022,2022-12,4,52
I239923,Female,43,Clothing,1,300.08,Credit Card,18/02/2022,Metropol AVM,300.08,2022-02-18,18,2,2022,2022-02,1,7
I865839,Male,36,Technology,3,3150.0,Credit Card,9/9/2022,Kanyon,9450.0,2022-09-09,9,9,2022,2022-09,3,36
I280787,Male,55,Shoes,1,600.17,Credit Card,18/02/2023,Metropol AVM,600.17,2023-02-18,18,2,2023,2023-02,1,7
I122726,Female,24,Souvenir,1,11.73,Cash,19/06/2021,Kanyon,11.73,2021-06-19,19,6,2021,2021-06,2,24
I163550,Male,54,Books,4,60.6,Credit Card,14/01/2021,Mall of Istanbul,242.4,2021-01-14,14,1,2021,2021-01,1,2
I288321,Female,39,Toys,2,71.68,Cash,11/1/2022,Metrocity,143.36,2022-01-11,11,1,2022,2022-01,1,2
I235051,Female,32,Clothing,1,300.08,Debit Card,28/12/2021,Zorlu Center,300.08,2021-12-28,28,12,2021,2021-12,4,52
I271138,Female,18,Clothing,5,1500.4,Debit Card,11/8/2022,Kanyon,7502.0,2022-08-11,11,8,2022,2022-08,3,32
I285623,Male,59,Food & Beverage,3,15.69,Credit Card,5/9/2021,Istinye Park,47.07,2021-09-05,5,9,2021,2021-09,3,35
I192795,Female,27,Cosmetics,5,203.3,Credit Card,11/12/2021,Mall of Istanbul,1016.5,2021-12-11,11,12,2021,2021-12,4,49
I726597,Male,42,Toys,2,71.68,Credit Card,21/07/2022,Cevahir AVM,143.36,2022-07-21,21,7,2022,2022-07,3,29
I715368,Female,60,Clothing,3,900.24,Cash,24/04/2021,Cevahir AVM,2700.7200000000003,2021-04-24,24,4,2021,2021-04,2,16
I158576,Female,21,Food & Beverage,2,10.46,Credit Card,21/05/2021,Cevahir AVM,20.92,2021-05-21,21,5,2021,2021-05,2,20
I573303,Male,35,Food & Beverage,1,5.23,Debit Card,13/02/2023,Mall of Istanbul,5.23,2023-02-13,13,2,2023,2023-02,1,7
I104446,Female,51,Shoes,3,1800.51,Debit Card,16/10/2022,Kanyon,5401.53,2022-10-16,16,10,2022,2022-10,4,41
I292952,Female,63,Clothing,3,900.24,Cash,9/3/2021,Forum Istanbul,2700.7200000000003,2021-03-09,9,3,2021,2021-03,1,10
I157703,Female,22,Toys,1,35.84,Credit Card,8/2/2022,Mall of Istanbul,35.84,2022-02-08,8,2,2022,2022-02,1,6
I264215,Female,27,Toys,2,71.68,Cash,4/2/2022,Metropol AVM,143.36,2022-02-04,4,2,2022,2022-02,1,5
I700925,Female,61,Cosmetics,1,40.66,Debit Card,10/8/2021,Istinye Park,40.66,2021-08-10,10,8,2021,2021-08,3,32
I306016,Female,28,Clothing,3,900.24,Credit Card,27/01/2023,Forum Istanbul,2700.7200000000003,2023-01-27,27,1,2023,2023-01,1,4
I259107,Female,27,Clothing,5,1500.4,Debit Card,17/04/2021,Viaport Outlet,7502.0,2021-04-17,17,4,2021,2021-04,2,15
I434097,Male,65,Clothing,2,600.16,Credit Card,23/06/2022,Kanyon,1200.32,2022-06-23,23,6,2022,2022-06,2,25
I217205,Female,35,Books,5,75.75,Debit Card,26/03/2022,Metrocity,378.75,2022-03-26,26,3,2022,2022-03,1,12
I154281,Female,27,Cosmetics,3,121.98,Debit Card,17/05/2021,Mall of Istanbul,365.94,2021-05-17,17,5,2021,2021-05,2,20
I252080,Female,53,Toys,5,179.2,Cash,4/2/2023,Emaar Square Mall,896.0,2023-02-04,4,2,2023,2023-02,1,5
I266553,Female,34,Food & Beverage,2,10.46,Cash,30/11/2021,Kanyon,20.92,2021-11-30,30,11,2021,2021-11,4,48
I226617,Male,51,Clothing,1,300.08,Cash,22/07/2021,Kanyon,300.08,2021-07-22,22,7,2021,2021-07,3,29
I200751,Male,33,Cosmetics,3,121.98,Credit Card,29/03/2021,Mall of Istanbul,365.94,2021-03-29,29,3,2021,2021-03,1,13
I454416,Female,23,Toys,2,71.68,Credit Card,16/05/2021,Viaport Outlet,143.36,2021-05-16,16,5,2021,2021-05,2,19
I295315,Male,38,Technology,1,1050.0,Cash,6/8/2022,Emaar Square Mall,1050.0,2022-08-06,6,8,2022,2022-08,3,31
I320942,Male,61,Clothing,4,1200.32,Credit Card,6/2/2021,Metropol AVM,4801.28,2021-02-06,6,2,2021,2021-02,1,5
I446374,Male,26,Clothing,1,300.08,Cash,16/09/2021,Mall of Istanbul,300.08,2021-09-16,16,9,2021,2021-09,3,37
I132467,Male,68,Food & Beverage,1,5.23,Credit Card,31/08/2022,Metrocity,5.23,2022-08-31,31,8,2022,2022-08,3,35
I455042,Female,36,Food & Beverage,2,10.46,Cash,3/3/2021,Zorlu Center,20.92,2021-03-03,3,3,2021,2021-03,1,9
I336504,Female,63,Shoes,3,1800.51,Cash,18/07/2021,Kanyon,5401.53,2021-07-18,18,7,2021,2021-07,3,28
I646304,Female,45,Food & Beverage,4,20.92,Credit Card,16/11/2021,Metrocity,83.68,2021-11-16,16,11,2021,2021-11,4,46
I309882,Female,33,Clothing,4,1200.32,Credit Card,1/9/2022,Metrocity,4801.28,2022-09-01,1,9,2022,2022-09,3,35
I349312,Female,20,Clothing,1,300.08,Cash,6/7/2022,Metrocity,300.08,2022-07-06,6,7,2022,2022-07,3,27
I313037,Female,41,Food & Beverage,4,20.92,Cash,25/05/2022,Istinye Park,83.68,2022-05-25,25,5,2022,2022-05,2,21
I232079,Female,26,Clothing,4,1200.32,Cash,19/07/2022,Forum Istanbul,4801.28,2022-07-19,19,7,2022,2022-07,3,29
I169681,Male,27,Clothing,5,1500.4,Cash,13/08/2022,Forum Istanbul,7502.0,2022-08-13,13,8,2022,2022-08,3,32
I295793,Male,43,Clothing,4,1200.32,Cash,7/6/2021,Metrocity,4801.28,2021-06-07,7,6,2021,2021-06,2,23
I857617,Female,22,Clothing,2,600.16,Debit Card,7/3/2023,Forum Istanbul,1200.32,2023-03-07,7,3,2023,2023-03,1,10
I238901,Female,40,Food & Beverage,3,15.69,Debit Card,26/10/2021,Mall of Istanbul,47.07,2021-10-26,26,10,2021,2021-10,4,43
I270851,Female,51,Technology,1,1050.0,Debit Card,30/04/2022,Istinye Park,1050.0,2022-04-30,30,4,2022,2022-04,2,17
I759286,Female,36,Food & Beverage,1,5.23,Cash,5/2/2021,Istinye Park,5.23,2021-02-05,5,2,2021,2021-02,1,5
I261703,Male,36,Food & Beverage,2,10.46,Credit Card,2/12/2021,Istinye Park,20.92,2021-12-02,2,12,2021,2021-12,4,48
I276575,Female,60,Cosmetics,5,203.3,Credit Card,2/10/2022,Istinye Park,1016.5,2022-10-02,2,10,2022,2022-10,4,39
I143676,Male,59,Cosmetics,5,203.3,Cash,12/2/2022,Metropol AVM,1016.5,2022-02-12,12,2,2022,2022-02,1,6
I280166,Female,36,Cosmetics,2,81.32,Credit Card,25/04/2022,Kanyon,162.64,2022-04-25,25,4,2022,2022-04,2,17
I337097,Female,69,Books,3,45.45,Credit Card,16/04/2021,Kanyon,136.35000000000002,2021-04-16,16,4,2021,2021-04,2,15
I261198,Female,62,Cosmetics,5,203.3,Cash,19/08/2021,Viaport Outlet,1016.5,2021-08-19,19,8,2021,2021-08,3,33
I340027,Female,34,Souvenir,3,35.19,Cash,2/4/2022,Metropol AVM,105.57,2022-04-02,2,4,2022,2022-04,2,13
I755020,Female,48,Toys,5,179.2,Debit Card,4/2/2023,Mall of Istanbul,896.0,2023-02-04,4,2,2023,2023-02,1,5
I157233,Female,37,Technology,3,3150.0,Cash,13/10/2022,Metrocity,9450.0,2022-10-13,13,10,2022,2022-10,4,41
I277113,Female,47,Clothing,1,300.08,Debit Card,27/07/2022,Metropol AVM,300.08,2022-07-27,27,7,2022,2022-07,3,30
I216580,Female,54,Food & Beverage,1,5.23,Credit Card,12/6/2022,Metropol AVM,5.23,2022-06-12,12,6,2022,2022-06,2,23
I124860,Female,53,Food & Beverage,1,5.23,Cash,18/05/2022,Forum Istanbul,5.23,2022-05-18,18,5,2022,2022-05,2,20
I789846,Female,40,Cosmetics,5,203.3,Cash,23/12/2021,Viaport Outlet,1016.5,2021-12-23,23,12,2021,2021-12,4,51
I523188,Male,66,Shoes,3,1800.51,Cash,8/11/2021,Kanyon,5401.53,2021-11-08,8,11,2021,2021-11,4,45
I202094,Female,37,Books,1,15.15,Credit Card,19/10/2021,Kanyon,15.15,2021-10-19,19,10,2021,2021-10,4,42
I212736,Female,64,Food & Beverage,2,10.46,Credit Card,14/09/2021,Metrocity,20.92,2021-09-14,14,9,2021,2021-09,3,37
I969324,Female,45,Food & Beverage,4,20.92,Cash,10/1/2022,Mall of Istanbul,83.68,2022-01-10,10,1,2022,2022-01,1,2
I194391,Male,44,Clothing,2,600.16,Cash,14/04/2021,Istinye Park,1200.32,2021-04-14,14,4,2021,2021-04,2,15
I128914,Female,63,Cosmetics,4,162.64,Credit Card,18/03/2021,Kanyon,650.56,2021-03-18,18,3,2021,2021-03,1,11
I802958,Female,18,Food & Beverage,3,15.69,Cash,27/10/2022,Istinye Park,47.07,2022-10-27,27,10,2022,2022-10,4,43
I494906,Male,66,Clothing,5,1500.4,Debit Card,28/10/2021,Kanyon,7502.0,2021-10-28,28,10,2021,2021-10,4,43
I131271,Female,35,Clothing,2,600.16,Cash,15/09/2022,Kanyon,1200.32,2022-09-15,15,9,2022,2022-09,3,37
I210939,Male,36,Cosmetics,5,203.3,Credit Card,11/6/2021,Metrocity,1016.5,2021-06-11,11,6,2021,2021-06,2,23
I312562,Male,58,Toys,4,143.36,Credit Card,14/03/2022,Kanyon,573.44,2022-03-14,14,3,2022,2022-03,1,11
I258506,Female,30,Souvenir,1,11.73,Credit Card,21/04/2022,Mall of Istanbul,11.73,2022-04-21,21,4,2022,2022-04,2,16
I166738,Female,60,Technology,3,3150.0,Credit Card,16/04/2021,Viaport Outlet,9450.0,2021-04-16,16,4,2021,2021-04,2,15
I169206,Male,54,Food & Beverage,2,10.46,Credit Card,14/07/2022,Kanyon,20.92,2022-07-14,14,7,2022,2022-07,3,28
I104991,Female,33,Cosmetics,2,81.32,Credit Card,17/02/2021,Metrocity,162.64,2021-02-17,17,2,2021,2021-02,1,7
I440433,Male,38,Clothing,2,600.16,Debit Card,23/04/2021,Emaar Square Mall,1200.32,2021-04-23,23,4,2021,2021-04,2,16
I272519,Female,35,Clothing,1,300.08,Cash,8/10/2022,Cevahir AVM,300.08,2022-10-08,8,10,2022,2022-10,4,40
I253823,Male,41,Toys,1,35.84,Credit Card,19/01/2021,Forum Istanbul,35.84,2021-01-19,19,1,2021,2021-01,1,3
I252567,Female,68,Cosmetics,4,162.64,Cash,26/01/2022,Kanyon,650.56,2022-01-26,26,1,2022,2022-01,1,4
I132692,Female,69,Clothing,5,1500.4,Credit Card,12/4/2021,Mall of Istanbul,7502.0,2021-04-12,12,4,2021,2021-04,2,15
I343580,Female,37,Clothing,3,900.24,Cash,16/09/2022,Istinye Park,2700.7200000000003,2022-09-16,16,9,2022,2022-09,3,37
I151203,Female,50,Clothing,3,900.24,Cash,19/02/2023,Metrocity,2700.7200000000003,2023-02-19,19,2,2023,2023-02,1,7
I259186,Male,45,Clothing,1,300.08,Debit Card,16/05/2021,Metrocity,300.08,2021-05-16,16,5,2021,2021-05,2,19
I222539,Female,64,Food & Beverage,3,15.69,Cash,23/03/2022,Metrocity,47.07,2022-03-23,23,3,2022,2022-03,1,12
I610257,Female,23,Shoes,2,1200.34,Debit Card,2/9/2022,Forum Istanbul,2400.68,2022-09-02,2,9,2022,2022-09,3,35
I113479,Male,35,Clothing,4,1200.32,Cash,16/06/2021,Mall of Istanbul,4801.28,2021-06-16,16,6,2021,2021-06,2,24
I127940,Female,66,Cosmetics,3,121.98,Credit Card,9/5/2021,Viaport Outlet,365.94,2021-05-09,9,5,2021,2021-05,2,18
I199808,Female,53,Clothing,4,1200.32,Credit Card,10/11/2022,Istinye Park,4801.28,2022-11-10,10,11,2022,2022-11,4,45
I102541,Female,55,Cosmetics,3,121.98,Credit Card,27/02/2021,Metropol AVM,365.94,2021-02-27,27,2,2021,2021-02,1,8
I712333,Male,56,Clothing,3,900.24,Cash,30/10/2022,Metropol AVM,2700.7200000000003,2022-10-30,30,10,2022,2022-10,4,43
I190472,Female,60,Books,2,30.3,Credit Card,6/8/2021,Kanyon,60.6,2021-08-06,6,8,2021,2021-08,3,31
I245595,Female,26,Clothing,5,1500.4,Credit Card,12/7/2021,Metropol AVM,7502.0,2021-07-12,12,7,2021,2021-07,3,28
I289165,Female,53,Food & Beverage,2,10.46,Debit Card,14/12/2022,Kanyon,20.92,2022-12-14,14,12,2022,2022-12,4,50
